iter	Accuracy	MultiClass
369	0.9593682217	0.1591843058
370	0.9593376715	0.1590510987
371	0.9594904225	0.1589052567
372	0.9595209727	0.1585173333
373	0.9596431736	0.1583665028
374	0.9595515229	0.157884484
375	0.9595820731	0.1577589932
376	0.9597959246	0.1574538012
377	0.9599486756	0.1572560567
378	0.9599181254	0.1570759134
379	0.9600403263	0.1569089667
380	0.9601014267	0.1568130411
381	0.9602541777	0.1566924182
382	0.9603763786	0.1565757474
383	0.9603152782	0.1565056463
384	0.9604680292	0.1563425925
385	0.96059023	0.15623217
386	0.96059023	0.1560508828
387	0.9608040815	0.1559246524
388	0.9607429811	0.155813862
389	0.9609262823	0.1556809841
390	0.9609873828	0.1555620457
391	0.9612317844	0.1553105334
392	0.9612623346	0.1550653141
393	0.9613234351	0.1549837099
394	0.9613234351	0.1548939725
395	0.9613234351	0.1547375189
396	0.9617816882	0.1545718277
397	0.9618427886	0.1543541992
398	0.9620566401	0.1542854829
399	0.9621482907	0.1540448179
400	0.9621482907	0.1537255951
401	0.9623010418	0.1534016091
402	0.9623621422	0.1532009893
403	0.9622704916	0.1530234727
404	0.9625454434	0.1528619173
405	0.9626981945	0.1526773022
406	0.9627287447	0.1525495873
407	0.9628814957	0.152293871
408	0.9630036966	0.1521478872
409	0.9630036966	0.1519268146
410	0.9632786485	0.1516495253
411	0.9634313995	0.1515039214
412	0.9634619497	0.1510876934
413	0.9634008493	0.150991522
414	0.9634924999	0.1506439735
415	0.9637674518	0.1504018848
416	0.9639813033	0.1501737469
417	0.9641340543	0.1499934533
418	0.9641340543	0.1497171343
419	0.9643173556	0.1491972025
420	0.964378456	0.1491136822
421	0.964531207	0.1490200037
422	0.9645923075	0.1486521086
423	0.9645617572	0.148464295
424	0.9646534079	0.1482601914
425	0.9645617572	0.1480747604
426	0.9646534079	0.1477804326
427	0.9647145083	0.1476096658
428	0.9647450585	0.147435406
429	0.9648978095	0.1472295724
430	0.96495891	0.1471084486
431	0.9649283598	0.1469072117
432	0.965111661	0.1466785099
433	0.9651422112	0.1466118631
434	0.9651422112	0.1461996641
435	0.9656004644	0.1460078074
436	0.9656615648	0.1456829595
437	0.9657532154	0.1454077502
438	0.965844866	0.1452949934
439	0.9659670669	0.1452203656
440	0.9660587175	0.1446703186
441	0.9660281673	0.1445729354
442	0.9659059665	0.144358695
443	0.9659365167	0.1440806354
444	0.9659365167	0.1439849656
445	0.9659976171	0.1438285239
446	0.9661198179	0.1436855774
447	0.9662420188	0.143613419
448	0.9663336694	0.143221774
449	0.9664864204	0.1428660687
450	0.9665780711	0.1424737822
451	0.9667308221	0.1423460554
452	0.9668835732	0.1422374201
453	0.9669752238	0.1420782761
454	0.967005774	0.1419607222
455	0.9669752238	0.141664463
456	0.9669141234	0.1415374323
457	0.967005774	0.1414417345
458	0.9672196255	0.1412955824
459	0.9674945773	0.1410675188
460	0.9674334769	0.1408387519
461	0.9675251275	0.1407445654
462	0.9676167782	0.1404809218
463	0.967586228	0.1403756473
464	0.9676167782	0.1403227872
465	0.9674945773	0.140133356
466	0.9676778786	0.1400399958
467	0.9678000794	0.139929972
468	0.9678611798	0.1398178443
469	0.9678000794	0.1396959581
470	0.9679222803	0.1396499252
471	0.9681361317	0.1395386915
472	0.9682277824	0.1394834882
473	0.9680750313	0.1394095898
474	0.9681972322	0.1392116104
475	0.9682888828	0.1390673014
476	0.9683805334	0.1389557982
477	0.9685943849	0.1388604855
478	0.9686554853	0.1386849629
479	0.9686554853	0.1384098647
480	0.9688693368	0.1380556214
481	0.9691137384	0.1377981357
482	0.9690220878	0.1376826721
483	0.9691137384	0.1374851623
484	0.9692053891	0.1373917218
485	0.9692359393	0.1372979496
486	0.9695108911	0.1370797385
487	0.9692970397	0.1369918018
488	0.9693886903	0.1369195656
489	0.9695108911	0.1366988677
490	0.9694803409	0.1366050624
491	0.9695108911	0.136536445
492	0.9695108911	0.1364080925
493	0.9697247426	0.1362578586
494	0.9699080439	0.1361576563
495	0.969785843	0.1360856046
496	0.9701218953	0.135883538
497	0.9701829958	0.1357294715
498	0.9702440962	0.1353015879
499	0.9702746464	0.1351927352
500	0.9703357468	0.1350916896
501	0.9704579476	0.1350046856
502	0.970366297	0.1348266043
503	0.9705495983	0.1345799476
504	0.9705801485	0.134444992
505	0.9704273974	0.1342478677
506	0.9705190481	0.1341583403
507	0.9704273974	0.1340112556
508	0.9706106987	0.1339445004
509	0.9706106987	0.1338640472
510	0.9708856506	0.1336822729
511	0.970946751	0.1335888023
512	0.9710078514	0.1334712162
513	0.9709162008	0.1333100525
514	0.9709773012	0.1331830835
515	0.9711606025	0.1328365761
516	0.9712522531	0.1326814254
517	0.9712217029	0.1325397169
518	0.9713439037	0.1324464158
519	0.9714355543	0.1322901475
520	0.971527205	0.1320131412
521	0.9716188556	0.1318474722
522	0.9718021568	0.1317624155
523	0.9718632573	0.1314692563
524	0.9719549079	0.1313351656
525	0.9719243577	0.1312530098
526	0.9720771087	0.1310164121
527	0.9721687594	0.1306530383
528	0.9723826108	0.1304003009
529	0.9721687594	0.1302650431
530	0.9721993096	0.1301445999
531	0.97226041	0.130057183
532	0.9723520606	0.1299040049
533	0.9724437112	0.1297254571
534	0.9725659121	0.1295506962
535	0.9727492133	0.1294275954
536	0.9728103138	0.1292787837
537	0.9730547154	0.1290736497
538	0.9730241652	0.1288381067
539	0.9730852656	0.1285976689
540	0.9730241652	0.1284792824
541	0.9730547154	0.1283317112
542	0.9732380167	0.1282163489
543	0.9733602175	0.1277846729
544	0.9737573702	0.1273636391
545	0.9738184707	0.1271423469
546	0.9739406715	0.1270028369
547	0.9740017719	0.1268890534
548	0.9740017719	0.1268022669
549	0.9740323221	0.1266306997
550	0.9740323221	0.1264901163
551	0.9740934225	0.1262992611
552	0.9740323221	0.1261837474
553	0.9741239727	0.1260425747
554	0.9742461736	0.1259338347
555	0.9742767238	0.1258138541
556	0.974307274	0.1257644033
557	0.9746738765	0.1255614374
558	0.9747044267	0.1253599
559	0.9747349769	0.125214916
560	0.9747044267	0.125158641
561	0.9747349769	0.125041522
562	0.9747960774	0.1248622924
563	0.9747960774	0.1248072571
564	0.9749488284	0.1246197898
565	0.9751932301	0.1245038023
566	0.9753459811	0.1241371529
567	0.9754376317	0.1239704481
568	0.9754376317	0.1239007699
569	0.9755598326	0.12373324
570	0.9755598326	0.1235823165
571	0.9756514832	0.1234989493
572	0.9755598326	0.1233803021
573	0.9757431338	0.123298081
574	0.9758042343	0.1231778685
575	0.9758042343	0.1231185771
576	0.9758653347	0.1229434239
577	0.9757125836	0.1228121165
578	0.9758347845	0.1226898246
579	0.975773684	0.1225110009
580	0.9758347845	0.1224446648
581	0.9759569853	0.1223544483
582	0.9759264351	0.1223051858
583	0.9759264351	0.1222494578
584	0.9759875355	0.1221372579
585	0.9759875355	0.1218793436
586	0.9762319372	0.1216304858
587	0.9763235878	0.1213633361
588	0.9765374393	0.1212961793
589	0.9765374393	0.1212134118
590	0.9766901903	0.1209429507
591	0.9767207405	0.1208860559
592	0.9766290899	0.1206898077
593	0.9766901903	0.1206162687
594	0.9766290899	0.1204444649
595	0.9768429414	0.1203981199
596	0.9768123912	0.1203185004
597	0.9768123912	0.1202163539
598	0.9767512907	0.1201035965
599	0.9769651422	0.1199755187
600	0.976934592	0.1199253603
601	0.9768429414	0.1198602058
602	0.9768429414	0.1197739946
603	0.9769956924	0.1196706456
604	0.9772706443	0.1195673779
605	0.9772400941	0.1194824123
606	0.9773011945	0.1194341639
607	0.9772095439	0.1193340049
608	0.9771484435	0.119203593
609	0.9772706443	0.1191571287
610	0.9773011945	0.1189939092
611	0.9774844958	0.1188085125
612	0.9775761464	0.1186613256
613	0.9775761464	0.1185851155
614	0.9777288974	0.1184661608
615	0.9777594477	0.1183387473
616	0.9776983472	0.1182940066
617	0.9777899979	0.118141739
618	0.9778205481	0.1180921174
619	0.9777594477	0.1178801561
620	0.9778510983	0.1178043509
621	0.9779732991	0.1177312609
622	0.9780649497	0.1176178725
623	0.9781566004	0.1175456904
624	0.9781566004	0.1174750429
625	0.9781871506	0.117439267
626	0.978248251	0.1171970079
627	0.9782788012	0.1170957631
628	0.9782788012	0.1169223653
629	0.9783093514	0.1168420149
630	0.9783093514	0.1167001172
631	0.978248251	0.1166217905
632	0.9783093514	0.1165736215
633	0.978401002	0.116372102
634	0.9783399016	0.1161670791
635	0.9783704518	0.1158618638
636	0.9784315523	0.1157593448
637	0.9785537531	0.1156786644
638	0.9787065041	0.1155679327
639	0.9786454037	0.1155361907
640	0.9787370543	0.1153822706
641	0.9787676046	0.115240543
642	0.9789203556	0.1151787958
643	0.9790425564	0.1150447716
644	0.9789509058	0.1149393017
645	0.9791953075	0.1148166457
646	0.979409159	0.1144155063
647	0.9795008096	0.1143068822
648	0.97956191	0.1142230737
649	0.97956191	0.1141762314
650	0.9794702594	0.1140720428
651	0.9795924602	0.113916065
652	0.9796535606	0.1137366321
653	0.9796230104	0.1136931821
654	0.9796841108	0.1135618553
655	0.9798368619	0.1134508646
656	0.9798368619	0.1134170893
657	0.9798368619	0.1133736585
658	0.9798979623	0.1132746489
659	0.9799285125	0.1130597782
660	0.9798063117	0.112976879
661	0.9798674121	0.1127900527
662	0.9799896129	0.1125770442
663	0.9798674121	0.1125274626
664	0.9800812636	0.1124473516
665	0.980142364	0.1124215356
666	0.9800812636	0.1123754349
667	0.980295115	0.1122166598
668	0.980295115	0.1121206054
669	0.9803562154	0.1119962877
670	0.9803867656	0.1118733204
671	0.9804173159	0.1118346445
672	0.9803867656	0.1117698045
673	0.9804478661	0.1114131772
674	0.9803562154	0.1113581712
675	0.9805089665	0.111039427
676	0.9806006171	0.1109159243
677	0.9805700669	0.1108484283
678	0.9806922677	0.1106463857
679	0.9808144686	0.1105165172
680	0.9808144686	0.1104253054
681	0.9807533682	0.1103479689
682	0.980722818	0.1102889452
683	0.9809366694	0.1101146107
684	0.9809366694	0.1100096563
685	0.9810588703	0.1098650091
686	0.9811199707	0.1098125027
687	0.98102832	0.1097197988
688	0.9809977698	0.1096564759
689	0.9809977698	0.1095885918
690	0.9809977698	0.1095298667
691	0.9811505209	0.1094349176
692	0.9810894205	0.1091977383
693	0.9811810711	0.1091115322
694	0.9813338221	0.1090285374
695	0.9813032719	0.1089743077
696	0.9813643723	0.1088547793
697	0.981456023	0.1088022876
698	0.9814254728	0.1087642904
699	0.9815476736	0.1087066294
700	0.9814254728	0.108657932
701	0.9815171234	0.1086118785
702	0.981608774	0.1085329655
703	0.9816393242	0.1084804551
704	0.9815476736	0.1084333971
705	0.981608774	0.1083982903
706	0.981608774	0.1080772741
707	0.981608774	0.10804395
708	0.9816393242	0.1080006582
709	0.9817309749	0.1079148403
710	0.9818226255	0.1078149512
711	0.9817004246	0.1077234949
712	0.9818226255	0.1076435847
713	0.9817920753	0.1075933907
714	0.9817615251	0.1075257159
715	0.9817615251	0.1074337372
716	0.9817615251	0.107376715
717	0.9819142761	0.1073049385
718	0.9818837259	0.1071818205
719	0.9818837259	0.1069641394
720	0.9820364769	0.106910126
721	0.9820059267	0.1068677692
722	0.9820670272	0.1068271132
723	0.9822197782	0.1067689845
724	0.9823114288	0.1066463232
725	0.9822197782	0.1065703353
726	0.982189228	0.1064867883
727	0.9824030795	0.1062271113
728	0.9825252803	0.1061810185
729	0.9824947301	0.1061190169
730	0.9825252803	0.1060646293
731	0.9824641799	0.1059371776
732	0.9824030795	0.105861345
733	0.9824030795	0.1056781634
734	0.9824336297	0.1054905477
735	0.9824947301	0.1053106855
736	0.9824947301	0.1052655787
737	0.9825252803	0.1051413197
738	0.9824947301	0.1050802003
739	0.9826169309	0.1050168929
740	0.9827391318	0.1046963995
741	0.9826780313	0.1046139921
742	0.982769682	0.1045776676
743	0.9828307824	0.1044589499
744	0.9829835334	0.1043388886
745	0.9830446339	0.1042506373
746	0.9830751841	0.1041666719
747	0.9831057343	0.1040442248
748	0.9832584853	0.1039361574
749	0.9831973849	0.1038943883
750	0.9832279351	0.103867221
751	0.9832584853	0.1038371136
752	0.9833195857	0.1037210615
753	0.9833195857	0.1036735512
754	0.9834112364	0.1035702815
755	0.9834723368	0.1035238681
756	0.9834723368	0.1034476202
757	0.983502887	0.1031002515
758	0.9834723368	0.1030482914
759	0.9835334372	0.1027507732
760	0.983502887	0.1026035136
761	0.983502887	0.1024724882
762	0.9834723368	0.1024468998
763	0.983502887	0.1023658975
764	0.9836250878	0.10227197
765	0.9837472887	0.1021393601
766	0.9837472887	0.1021073974
767	0.9838083891	0.1020094963
768	0.9837778389	0.1019826924
769	0.9837778389	0.1018703001
770	0.9839611401	0.1017292542
771	0.9838389393	0.1016499142
772	0.9839000397	0.1015693054
773	0.9838694895	0.1014134722
774	0.9838694895	0.1013931967
775	0.9839000397	0.1013370483
776	0.9838389393	0.1012729081
777	0.9840222406	0.1011455289
778	0.984083341	0.1011066392
779	0.984083341	0.1010484829
780	0.984083341	0.1010182279
781	0.9841749916	0.1008444922
782	0.984236092	0.100767415
783	0.9842055418	0.1006925786
784	0.9841749916	0.1006430933
785	0.9842666422	0.1005182999
786	0.9842666422	0.1004838672
787	0.9843582929	0.1004040454
788	0.9843582929	0.1003619687
789	0.9844804937	0.1001310704
790	0.9845110439	0.1000693875
791	0.9845721443	0.100036277
792	0.9845721443	0.09994350783
793	0.9846026945	0.0999305239
794	0.9846026945	0.09984538167
795	0.9845415941	0.09981817093
796	0.9846026945	0.09976194824
797	0.9845721443	0.09963693698
798	0.9845721443	0.09954796719
799	0.9846332447	0.09940436809
800	0.9847248954	0.09931768938
801	0.9847859958	0.09927513851
802	0.9847859958	0.09914416106
803	0.9849998472	0.09904420148
804	0.9850303975	0.09892206934
805	0.9850914979	0.09885410934
806	0.9850303975	0.09879650074
807	0.9850609477	0.09875964028
808	0.9850609477	0.09871349904
809	0.9851525983	0.09856252078
810	0.9851831485	0.09849822487
811	0.9851220481	0.09843059779
812	0.9851220481	0.09836783237
813	0.9851220481	0.09833714899
814	0.9852136987	0.09822168445
815	0.9853053493	0.09819860943
816	0.9852136987	0.09810280845
817	0.9853053493	0.09804050989
818	0.9852747991	0.09802794672
819	0.9854275502	0.09798854363
820	0.9852747991	0.09789630957
821	0.9853664498	0.09787430281
822	0.985397	0.09782930112
823	0.9853358996	0.0977825451
824	0.9853358996	0.09771541
825	0.9852747991	0.09766299064
826	0.9853664498	0.09758036916
827	0.9854581004	0.09744175667
828	0.9856108514	0.09733884251
829	0.9855803012	0.09727019503
830	0.9855803012	0.09723695076
831	0.9856414016	0.0970208617
832	0.9856414016	0.09692214767
833	0.9856719519	0.0967327303
834	0.9856719519	0.09665312808
835	0.9857025021	0.09657203536
836	0.9857636025	0.09627488837
837	0.9858247029	0.09619589542
838	0.9858247029	0.09612732629
839	0.9858247029	0.09607890221
840	0.9858552531	0.0960280795
841	0.9858858033	0.09599329286
842	0.9858247029	0.09589657998
843	0.9859163535	0.09586552211
844	0.9859469037	0.09582204375
845	0.9860691046	0.09572248344
846	0.9860080042	0.09565995941
847	0.9860996548	0.09562990223
848	0.9860691046	0.09549174281
849	0.9860385544	0.09544476294
850	0.9860080042	0.09540024355
851	0.9860691046	0.09531913755
852	0.9861607552	0.09520644754
853	0.9861607552	0.09518194059
854	0.9862218556	0.09513308584
855	0.9862524058	0.09505388775
856	0.9862218556	0.09488337052
857	0.9863440565	0.09481225922
858	0.9863746067	0.09477354486
859	0.9864051569	0.09472580299
860	0.9863135062	0.09468623265
861	0.9864051569	0.09464123199
862	0.9864051569	0.09461823513
863	0.9864357071	0.09457964673
864	0.9864662573	0.09427543436
865	0.9866495585	0.09410748111
866	0.9866801088	0.09381333669
867	0.986710659	0.09373289157
868	0.986710659	0.09366455364
869	0.9866495585	0.09362593651
870	0.9866495585	0.09359726431
871	0.986710659	0.09352716729
872	0.9867412092	0.09350541487
873	0.9867412092	0.09347940395
874	0.98686341	0.09339651613
875	0.9869245104	0.09333105363
876	0.9870161611	0.09316699422
877	0.9870772615	0.0931051121
878	0.9870161611	0.09303828367
879	0.9871078117	0.09295883652
880	0.9870772615	0.09285289133
881	0.9870161611	0.09276980884
882	0.9870467113	0.09271149219
