iter	Passed	Remaining
985	68757	70709
986	68816	70629
987	68870	70543
988	68928	70461
989	68988	70381
990	69047	70301
991	69107	70221
992	69167	70142
993	69224	70060
994	69375	70073
995	69484	70042
996	69548	69966
997	69612	69891
998	69670	69810
999	69730	69730
1000	69789	69650
1001	69850	69571
1002	69910	69491
1003	69967	69409
1004	70027	69331
1005	70087	69251
1006	70145	69170
1007	70208	69094
1008	70275	69021
1009	70340	68948
1010	70407	68874
1011	70505	68833
1012	70602	68790
1013	70671	68720
1014	70731	68641
1015	70789	68560
1016	70848	68480
1017	70905	68398
1018	70966	68319
1019	71024	68239
1020	71080	68156
1021	71139	68076
1022	71197	67996
1023	71256	67916
1024	71314	67835
1025	71371	67753
1026	71429	67673
1027	71488	67594
1028	71547	67514
1029	71694	67517
1030	71759	67443
1031	71819	67365
1032	71878	67286
1033	71935	67204
1034	71995	67126
1035	72055	67048
1036	72114	66968
1037	72174	66890
1038	72231	66808
1039	72293	66732
1040	72353	66654
1041	72414	66577
1042	72472	66496
1043	72530	66416
1044	72592	66340
1045	72651	66261
1046	72862	66320
1047	72923	66243
1048	72984	66165
1049	73041	66085
1050	73091	65997
1051	73141	65910
1052	73190	65823
1053	73240	65735
1054	73291	65649
1055	73342	65563
1056	73393	65478
1057	73443	65391
1058	73492	65303
1059	73544	65218
1060	73593	65131
1061	73642	65044
1062	73691	64956
1063	73743	64872
1064	73795	64787
1065	73845	64700
1066	73943	64656
1067	74028	64601
1068	74088	64524
1069	74139	64439
1070	74189	64353
1071	74238	64266
1072	74289	64180
1073	74338	64094
1074	74388	64009
1075	74439	63923
1076	74490	63838
1077	74542	63755
1078	74594	63671
1079	74645	63587
1080	74697	63503
1081	74747	63417
1082	74797	63332
1083	74845	63246
1084	74895	63160
1085	74947	63077
1086	75028	63018
1087	75132	62978
1088	75192	62901
1089	75247	62821
1090	75297	62736
1091	75348	62652
1092	75399	62568
1093	75449	62483
1094	75501	62400
1095	75550	62315
1096	75600	62230
1097	75650	62146
1098	75700	62062
1099	75752	61979
1100	75802	61894
1101	75852	61810
1102	75901	61726
1103	75953	61643
1104	76004	61560
1105	76057	61478
1106	76126	61409
1107	76308	61432
1108	76366	61354
1109	76419	61273
1110	76470	61190
1111	76521	61107
1112	76572	61024
1113	76623	60940
1114	76673	60857
1115	76725	60775
1116	76776	60692
1117	76825	60608
1118	76874	60523
1119	76924	60440
1120	76974	60357
1121	77024	60273
1122	77074	60191
1123	77125	60108
1124	77175	60025
1125	77225	59942
1126	77290	59870
1127	77420	59849
1128	77479	59774
1129	77537	59697
1130	77598	59622
1131	77649	59540
1132	77698	59456
1133	77749	59374
1134	77797	59290
1135	77847	59208
1136	77897	59125
1137	77947	59042
1138	77998	58960
1139	78047	58878
1140	78097	58795
1141	78147	58713
1142	78196	58630
1143	78247	58548
1144	78296	58466
1145	78346	58383
1146	78409	58311
1147	78531	58283
1148	78587	58205
1149	78642	58126
1150	78692	58045
1151	78744	57964
1152	78794	57883
1153	78844	57800
1154	78894	57719
1155	78945	57638
1156	78996	57557
1157	79047	57476
1158	79098	57396
1159	79147	57313
1160	79197	57232
1161	79247	57150
1162	79297	57069
1163	79346	56987
1164	79396	56906
1165	79446	56825
1166	79501	56748
1167	79696	56769
1168	79751	56692
1169	79804	56613
1170	79853	56531
1171	79904	56451
1172	79954	56370
1173	80005	56289
1174	80055	56208
1175	80104	56127
1176	80153	56046
1177	80202	55964
1178	80252	55884
1179	80306	55806
1180	80357	55726
1181	80408	55646
1182	80462	55568
1183	80512	55488
1184	80563	55408
1185	80613	55328
1186	80664	55248
1187	80801	55227
1188	80861	55154
1189	80920	55080
1190	80976	55004
1191	81027	54924
1192	81078	54845
1193	81127	54764
1194	81176	54683
1195	81225	54603
1196	81274	54522
1197	81329	54446
1198	81387	54371
1199	81443	54295
1200	81544	54249
1201	81605	54177
1202	81660	54100
1203	81722	54029
1204	81787	53959
1205	81928	53939
1206	81997	53872
1207	82062	53802
1208	82118	53726
1209	82180	53654
1210	82237	53580
1211	82291	53503
1212	82342	53424
1213	82397	53347
1214	82449	53269
1215	82499	53190
1216	82548	53110
1217	82597	53030
1218	82646	52950
1219	82696	52871
1220	82746	52792
1221	82797	52714
1222	82848	52635
1223	82897	52555
1224	83042	52537
1225	83156	52498
1226	83213	52424
1227	83268	52348
1228	83319	52269
1229	83370	52191
1230	83419	52111
1231	83469	52032
1232	83519	51953
1233	83570	51875
1234	83619	51796
1235	83669	51717
1236	83717	51638
1237	83774	51563
1238	83833	51490
1239	83890	51416
1240	83947	51342
1241	84006	51269
1242	84065	51196
1243	84155	51142
1244	84275	51106
1245	84340	51037
1246	84412	50972
1247	84471	50899
1248	84529	50825
1249	84587	50752
1250	84646	50679
1251	84705	50607
1252	84762	50532
1253	84818	50458
1254	84876	50385
1255	84934	50311
1256	84991	50237
1257	85050	50164
1258	85108	50091
1259	85165	50017
1260	85222	49944
1261	85366	49921
1262	85429	49850
1263	85495	49782
1264	85550	49707
1265	85606	49633
1266	85666	49560
1267	85722	49486
1268	85788	49417
1269	85845	49344
1270	85902	49270
1271	85960	49197
1272	86019	49125
1273	86082	49054
1274	86146	48985
1275	86213	48917
1276	86275	48846
1277	86333	48773
1278	86495	48759
1279	86607	48716
1280	86674	48648
1281	86744	48582
1282	86801	48508
1283	86862	48437
1284	86919	48363
1285	86978	48291
1286	87036	48218
1287	87093	48144
1288	87152	48072
1289	87210	47999
1290	87271	47928
1291	87329	47855
1292	87388	47782
1293	87447	47710
1294	87507	47639
1295	87584	47576
1296	87717	47544
1297	87779	47473
1298	87843	47404
1299	87904	47333
1300	87963	47260
1301	88023	47189
1302	88080	47115
1303	88138	47043
1304	88196	46970
1305	88254	46897
1306	88313	46825
1307	88371	46753
1308	88432	46681
1309	88487	46607
1310	88548	46537
1311	88609	46466
1312	88662	46390
1313	88798	46359
1314	88855	46286
1315	88912	46212
1316	88963	46136
1317	89014	46060
1318	89065	45984
1319	89118	45909
1320	89167	45832
1321	89217	45756
1322	89267	45679
1323	89319	45604
1324	89371	45528
1325	89420	45452
1326	89470	45375
1327	89520	45299
1328	89571	45224
1329	89622	45148
1330	89671	45071
1331	89724	44996
1332	89773	44920
1333	89918	44892
1334	90025	44844
1335	90085	44773
1336	90146	44702
1337	90196	44626
1338	90246	44550
1339	90296	44474
1340	90346	44398
1341	90398	44323
1342	90447	44247
1343	90497	44171
1344	90548	44096
1345	90600	44021
1346	90652	43946
1347	90702	43871
1348	90753	43795
1349	90803	43720
1350	90853	43644
1351	90906	43570
1352	90955	43494
1353	91046	43438
1354	91145	43386
1355	91206	43316
1356	91265	43245
1357	91316	43170
1358	91369	43096
1359	91420	43021
1360	91470	42946
1361	91519	42870
1362	91571	42796
1363	91625	42722
1364	91676	42647
1365	91728	42573
1366	91778	42498
1367	91827	42423
1368	91879	42349
1369	91928	42273
1370	91979	42199
1371	92028	42123
1372	92079	42049
1373	92172	41994
1374	92272	41942
1375	92339	41874
1376	92393	41801
1377	92442	41726
1378	92495	41653
1379	92545	41578
1380	92594	41503
1381	92643	41428
1382	92693	41353
1383	92744	41279
1384	92793	41204
1385	92841	41129
1386	92892	41054
1387	92943	40980
1388	92992	40906
1389	93045	40832
1390	93099	40760
1391	93149	40686
1392	93199	40611
1393	93344	40578
1394	93456	40531
1395	93514	40460
1396	93573	40390
1397	93624	40316
1398	93678	40243
1399	93728	40169
1400	93778	40095
1401	93830	40021
1402	93882	39948
1403	93933	39874
1404	93984	39801
1405	94036	39727
1406	94086	39654
1407	94137	39580
1408	94188	39507
1409	94239	39433
1410	94288	39359
1411	94338	39285
1412	94387	39211
1413	94468	39150
1414	94581	39102
1415	94641	39032
1416	94698	38962
1417	94754	38890
1418	94806	38817
1419	94857	38744
1420	94908	38671
1421	94959	38598
1422	95011	38525
1423	95063	38452
1424	95113	38379
1425	95162	38305
1426	95212	38231
1427	95262	38158
1428	95312	38085
1429	95362	38011
1430	95411	37937
1431	95461	37864
1432	95511	37791
1433	95606	37735
1434	95707	37682
1435	95766	37613
1436	95825	37543
1437	95876	37470
1438	95929	37398
1439	95980	37325
1440	96028	37252
1441	96083	37180
1442	96134	37108
1443	96186	37035
1444	96236	36962
1445	96286	36889
1446	96336	36816
1447	96386	36743
1448	96436	36671
1449	96485	36598
1450	96535	36525
1451	96585	36452
1452	96634	36379
1453	96774	36340
1454	96887	36291
1455	96944	36221
1456	96999	36150
1457	97050	36077
1458	97101	36005
1459	97151	35932
1460	97200	35859
1461	97250	35787
1462	97300	35714
1463	97351	35642
1464	97400	35569
1465	97451	35497
1466	97501	35424
1467	97551	35352
1468	97599	35279
1469	97649	35206
1470	97699	35134
1471	97749	35062
1472	97800	34990
1473	97857	34920
1474	98005	34883
1475	98063	34813
1476	98120	34744
1477	98181	34675
1478	98231	34603
1479	98280	34531
1480	98330	34458
1481	98380	34386
1482	98430	34314
1483	98480	34242
1484	98530	34170
1485	98580	34098
1486	98629	34026
1487	98681	33954
1488	98730	33882
1489	98781	33811
1490	98830	33738
1491	98879	33666
1492	98930	33595
1493	99003	33531
1494	99127	33484
1495	99183	33414
1496	99246	33347
1497	99296	33275
1498	99348	33204
1499	99398	33132
1500	99448	33061
1501	99498	32989
1502	99546	32917
1503	99596	32845
1504	99645	32773
1505	99696	32702
1506	99754	32633
1507	99813	32565
1508	99870	32496
1509	99932	32428
1510	99989	32359
1511	100047	32290
1512	100202	32252
1513	100330	32206
1514	100394	32139
1515	100455	32071
1516	100512	32002
1517	100569	31933
1518	100630	31865
1519	100687	31796
1520	100749	31728
1521	100807	31659
1522	100867	31591
1523	100925	31522
1524	100983	31453
1525	101042	31385
1526	101101	31316
1527	101158	31247
1528	101216	31179
1529	101274	31110
1530	101422	31069
1531	101486	31002
1532	101549	30935
1533	101616	30869
1534	101677	30801
1535	101742	30734
1536	101805	30667
1537	101888	30606
1538	101957	30540
1539	102035	30478
1540	102115	30416
1541	102197	30354
1542	102279	30292
1543	102352	30228
1544	102441	30168
1545	102606	30131
1546	102687	30069
1547	102764	30006
1548	102837	29941
1549	102898	29873
1550	102957	29805
1551	103016	29736
1552	103075	29668
1553	103132	29599
1554	103188	29529
1555	103247	29461
1556	103304	29392
1557	103363	29324
1558	103420	29254
1559	103478	29186
1560	103537	29117
1561	103715	29082
1562	103810	29024
1563	103875	28957
1564	103939	28890
1565	104015	28826
1566	104073	28758
1567	104131	28689
1568	104189	28620
1569	104246	28551
1570	104303	28482
1571	104364	28414
1572	104422	28346
1573	104481	28277
1574	104543	28210
1575	104602	28141
1576	104663	28074
1577	104724	28006
1578	104821	27947
1579	104928	27892
1580	104986	27823
1581	105047	27755
1582	105100	27685
1583	105151	27615
1584	105202	27545
1585	105252	27474
1586	105302	27403
1587	105351	27332
1588	105403	27262
1589	105451	27191
1590	105501	27121
1591	105551	27050
1592	105601	26980
1593	105651	26909
1594	105701	26839
1595	105751	26769
1596	105800	26698
1597	105851	26628
1598	105919	26562
1599	106044	26511
1600	106099	26442
1601	106154	26372
1602	106203	26302
1603	106256	26232
1604	106309	26163
1605	106357	26092
1606	106409	26022
1607	106458	25952
1608	106508	25882
1609	106557	25812
1610	106608	25742
1611	106658	25672
1612	106707	25601
1613	106756	25531
1614	106806	25461
1615	106858	25392
1616	106906	25321
1617	106955	25251
1618	107005	25181
1619	107207	25147
1620	107265	25079
1621	107323	25011
1622	107389	24945
1623	107438	24875
1624	107488	24805
1625	107539	24735
1626	107590	24665
1627	107639	24595
1628	107688	24525
1629	107737	24455
1630	107786	24385
1631	107836	24316
1632	107887	24246
1633	107940	24177
1634	107992	24108
1635	108043	24038
1636	108092	23969
1637	108143	23899
1638	108201	23832
1639	108340	23781
1640	108396	23713
1641	108452	23645
1642	108504	23576
1643	108553	23506
1644	108604	23437
1645	108654	23368
1646	108704	23298
1647	108753	23228
1648	108801	23159
1649	108851	23089
1650	108901	23020
1651	108951	22951
1652	109003	22882
1653	109052	22812
1654	109102	22743
1655	109151	22673
1656	109200	22604
1657	109252	22535
1658	109301	22466
1659	109455	22418
1660	109558	22360
1661	109618	22293
