iter	Accuracy	MultiClass
0	0.7342356104	1.515197549
1	0.7708664304	1.332653598
2	0.7793290969	1.196775226
3	0.7932604179	1.089451732
4	0.7937797874	1.003059035
5	0.7949407308	0.9309612161
6	0.7967432482	0.8715782714
7	0.797995845	0.8196688564
8	0.8001038739	0.7754534899
9	0.8031589881	0.7376834326
10	0.8051753636	0.7025707799
11	0.8051448124	0.6729592949
12	0.8100024441	0.6451925315
13	0.8104912624	0.6225768043
14	0.8120493706	0.6029802353
15	0.8141573995	0.5831936392
16	0.8150128315	0.5663390529
17	0.8244225834	0.55007747
18	0.8256751803	0.5363532027
19	0.8268055725	0.5230021111
20	0.8267444702	0.5123305915
21	0.8275999022	0.5003776702
22	0.8295246242	0.4910233741
23	0.8297079311	0.482457805
24	0.8294635219	0.4748038344
25	0.8294024197	0.4685797438
26	0.8296162776	0.4623177036
27	0.8312354882	0.4548067427
28	0.8316632042	0.4502317446
29	0.836765245	0.4436662627
30	0.8405535867	0.4377549713
31	0.8421422461	0.4329599356
32	0.8440058658	0.4284358579
33	0.8451668092	0.4232017955
34	0.8468471221	0.4192192175
35	0.8467554687	0.4152896642
36	0.8475192472	0.4120816952
37	0.8483135769	0.4075004998
38	0.8498411341	0.4050106188
39	0.8505743615	0.4028307977
40	0.8514603446	0.400259613
41	0.8538127826	0.3956037091
42	0.854759868	0.3927888301
43	0.8553097886	0.3905370744
44	0.8559819137	0.3877571637
45	0.8569289991	0.3851892758
46	0.8575705731	0.3829531328
47	0.8574483686	0.3814840898
48	0.8572039594	0.3788853177
49	0.8590064768	0.375722805
50	0.8594036417	0.3737811731
51	0.8599535623	0.3714844998
52	0.8611450568	0.3687789342
53	0.8618782842	0.3669328008
54	0.8622143468	0.3652621768
55	0.8633752902	0.3621960425
56	0.8641390688	0.3595680557
57	0.8647195405	0.356638618
58	0.8651167054	0.3550201943
59	0.8659415862	0.3514245693
60	0.8680801662	0.3495438053
61	0.8696993768	0.3477352083
62	0.8709825247	0.3459203462
63	0.8713796896	0.34365077
64	0.8734266162	0.3407378415
65	0.8740070879	0.3388385496
66	0.8759012587	0.3364615414
67	0.8764817304	0.3346659922
68	0.8776121227	0.3332623187
69	0.8787730661	0.3305392436
70	0.879597947	0.3291574061
71	0.8805755835	0.3277329706
72	0.8812477087	0.3266222221
73	0.8813393621	0.325814388
74	0.8817059758	0.3248689687
75	0.8820420384	0.3231733221
76	0.8823781009	0.3220233718
77	0.8828363681	0.3200926334
78	0.8827752658	0.3192467506
79	0.8828669192	0.3175922899
80	0.8848832946	0.3159299988
81	0.8854943175	0.3145637431
82	0.8859220335	0.3128702388
83	0.8874495906	0.3107489104
84	0.8878467555	0.3096569612
85	0.8888549432	0.3085402418
86	0.8889465966	0.3069256183
87	0.8895270683	0.3058400268
88	0.8905963583	0.3045102361
89	0.8912379323	0.302791648
90	0.8915739949	0.301806523
91	0.8920628131	0.3007236778
92	0.8920628131	0.2999195379
93	0.8927960406	0.298580705
94	0.8934987169	0.2970782055
95	0.8940180863	0.2958016782
96	0.8949346206	0.2942260082
97	0.8956067457	0.2933360994
98	0.895881706	0.2923859265
99	0.8961566663	0.2915197602
100	0.8964010754	0.2906520318
101	0.8965538311	0.2900665529
102	0.8973176097	0.2888075888
103	0.89759257	0.2876814068
104	0.8978369791	0.2865054647
105	0.8986313088	0.2849846549
106	0.899089576	0.2838602493
107	0.8999450079	0.2829379641
108	0.9004338262	0.2815875988
109	0.9008615422	0.2805187277
110	0.9013809116	0.2794551333
111	0.9016253208	0.2779372208
112	0.9018697299	0.2767808622
113	0.9021752414	0.276023309
114	0.9026029574	0.2749809567
115	0.9027251619	0.2740063949
116	0.9034278382	0.2725816915
117	0.9044054748	0.2717133641
118	0.9045887816	0.2710833712
119	0.9049248442	0.2698807809
120	0.9052303556	0.2691654676
121	0.905963583	0.2684940557
122	0.906177441	0.2676961364
123	0.9065440547	0.2665149885
124	0.9068495662	0.2658570402
125	0.9071856287	0.2655183494
126	0.9075216913	0.2642930634
127	0.9078577539	0.2637352077
128	0.908102163	0.2626852095
129	0.9085604302	0.2617612468
130	0.9091103507	0.2611093578
131	0.9091409019	0.260452022
132	0.9096908224	0.2594648869
133	0.9100879873	0.2588673775
134	0.9099963339	0.2581160249
135	0.910240743	0.2575421978
136	0.9110656239	0.2558598049
137	0.9115849933	0.2549944098
138	0.9118905047	0.2539253522
139	0.9118294024	0.253300262
140	0.9128375901	0.2523167456
141	0.9133875107	0.2516502637
142	0.9135708175	0.2509750927
143	0.9139374313	0.2501010571
144	0.9144873518	0.2492099809
145	0.9146095564	0.2487637066
146	0.9149150678	0.2479830412
147	0.9154955395	0.2472340416
148	0.9157399487	0.2463587978
149	0.9158316021	0.245792777
150	0.9159843578	0.2450300209
151	0.916228767	0.244525311
152	0.9163815227	0.2442078353
153	0.9166870341	0.2435311143
154	0.9169314432	0.2428760964
155	0.9174813638	0.2424552191
156	0.9178785287	0.2417661248
157	0.9179090798	0.2410369221
158	0.9181229378	0.2401591666
159	0.9191616766	0.2391775205
160	0.9196504949	0.2385045972
161	0.9196504949	0.2379620503
162	0.9203837224	0.2374189293
163	0.9205364781	0.2369735925
164	0.9205059269	0.2363712233
165	0.9208725406	0.2358543068
166	0.9209336429	0.2350529797
167	0.9212697055	0.2342094445
168	0.9215752169	0.2337567546
169	0.9216668703	0.2331448443
170	0.9217585238	0.2322468099
171	0.9221862398	0.2316492175
172	0.9225834046	0.2307124552
173	0.9224612	0.2304016448
174	0.9224306489	0.229950728
175	0.9228583649	0.2294285459
176	0.9230722229	0.229045587
177	0.9233777343	0.2283754744
178	0.9236526946	0.2278500512
179	0.9239887572	0.2269311585
180	0.9246303312	0.2261941408
181	0.9253024563	0.2254527454
182	0.9253941097	0.225136797
183	0.9257912746	0.2245424855
184	0.9260051326	0.2243340457
185	0.926310644	0.2238562631
186	0.9264939509	0.2233930512
187	0.9266467066	0.222532792
188	0.927166076	0.2220790949
189	0.9271966272	0.2218011111
190	0.9269827692	0.2212566751
191	0.9272882806	0.220976737
192	0.9278687523	0.2203455171
193	0.9278687523	0.2199648591
194	0.928235366	0.2191826932
195	0.929090798	0.2186610245
196	0.9290602469	0.2182939827
197	0.9292741049	0.2177961724
198	0.9294574117	0.2173195165
199	0.929518514	0.2169876701
200	0.9301295368	0.2162575243
201	0.930801662	0.2157401854
202	0.9308933154	0.2155292361
203	0.93101552	0.214993091
204	0.9314126848	0.2143703064
205	0.9313210314	0.2137960629
206	0.931657094	0.2131556545
207	0.932298668	0.2124166352
208	0.9326347305	0.2120908691
209	0.9330624465	0.2114392023
210	0.9333068557	0.2111077117
211	0.9336734694	0.2103828028
212	0.9334901625	0.2100051268
213	0.9339789808	0.2093688577
214	0.9340400831	0.208856388
215	0.9340400831	0.208334938
216	0.9343455945	0.2079352644
217	0.9341928388	0.2074664327
218	0.9343761457	0.2072502617
219	0.9346816571	0.2067470477
220	0.9347427594	0.206199039
221	0.9350177197	0.2057889093
222	0.9350482708	0.2052428232
223	0.9358120494	0.2047684698
224	0.9362092142	0.2042968447
225	0.9362092142	0.2038316138
226	0.9366063791	0.2032255077
227	0.9365758279	0.2028328697
228	0.9366369302	0.2023612661
229	0.9369424416	0.2021307347
230	0.9369424416	0.2019258603
231	0.9371257485	0.2016244698
232	0.9377062202	0.2009607976
233	0.9377062202	0.2007152988
234	0.9377367714	0.2001415211
235	0.9379811805	0.1997504607
236	0.9382561408	0.1992150729
237	0.9388671636	0.1987693176
238	0.9394170842	0.1982358718
239	0.9395087376	0.1979738513
240	0.9396920445	0.1977399437
241	0.9397531468	0.1973308316
242	0.9401197605	0.1969954945
243	0.9403336185	0.1967562149
244	0.9402725162	0.1965196427
245	0.9403641696	0.196158423
246	0.9404252719	0.1956999776
247	0.9407307833	0.1954812847
248	0.9412196016	0.1948933753
249	0.941525113	0.1942620096
250	0.9414945619	0.1941310449
251	0.9417084199	0.193880976
252	0.9416473176	0.1937129239
253	0.9420139313	0.1933978188
254	0.9420444825	0.1929728506
255	0.942166687	0.1925722421
256	0.9421361359	0.1922927738
257	0.9422888916	0.1920818857
258	0.9423194427	0.1915023493
259	0.9424110962	0.1909628459
260	0.9425027496	0.1905920348
261	0.9429610167	0.1902494602
262	0.9431748747	0.189934847
263	0.9434803862	0.1895727296
264	0.943663693	0.1891657444
265	0.9437553464	0.1886193074
266	0.9437858976	0.1883507858
267	0.9439386533	0.1880542924
268	0.9439081022	0.1877689312
269	0.9443969204	0.1875441473
270	0.9445496762	0.1873413931
271	0.9451912502	0.1869091786
272	0.9450995967	0.1865833134
273	0.9455578639	0.1860770989
274	0.9455578639	0.1859034797
275	0.9456189661	0.1855595394
276	0.9458633753	0.1850574472
277	0.9460772333	0.1846212587
278	0.9462605401	0.1839632745
279	0.9465660516	0.18363176
280	0.9465966027	0.1834256733
281	0.9465049493	0.1831766089
282	0.9465966027	0.1829310323
283	0.9471465233	0.1823083842
284	0.947299279	0.1820232513
285	0.9478797507	0.1815432871
286	0.9480019553	0.181224659
287	0.9478797507	0.1810903393
288	0.9480630576	0.1808223882
289	0.947940853	0.1806614148
290	0.948154711	0.1803372277
291	0.9485518758	0.1799062475
292	0.9486435293	0.1795173043
293	0.9489490407	0.179225614
294	0.949010143	0.1790124159
295	0.9494073078	0.1785497823
296	0.9498961261	0.17808303
297	0.9500183307	0.1778723695
298	0.9501099841	0.1776037171
299	0.9505377001	0.1771708286
300	0.9505682513	0.1764861948
301	0.9506599047	0.1760386316
302	0.950934865	0.1756983242
303	0.9509959672	0.1754348169
304	0.951362581	0.1750337269
305	0.9514847855	0.1746416744
306	0.9516680924	0.1742516206
307	0.9516986435	0.1740837838
308	0.9518819504	0.1738481898
309	0.9520958084	0.1735270456
310	0.9523096664	0.173283324
311	0.952431871	0.1727875012
312	0.952431871	0.172637733
313	0.9525235244	0.1722556367
314	0.9527679335	0.1718719251
315	0.9529512404	0.1717405965
316	0.9527373824	0.171561067
317	0.9531956495	0.171379989
318	0.9534095075	0.1711261046
319	0.9536539167	0.1709374921
320	0.9536844678	0.1705227619
321	0.9537761212	0.1703852705
322	0.9536539167	0.1700208785
323	0.9541427349	0.1696890088
324	0.9544176952	0.1692960326
325	0.9543260418	0.1689253366
326	0.9544482464	0.1687734015
327	0.9543871441	0.1685116628
328	0.9543871441	0.1681947116
329	0.9544176952	0.1680472349
330	0.9545704509	0.1678516819
331	0.9546315532	0.1675051492
332	0.9547537578	0.1670779217
333	0.9548148601	0.1667694011
334	0.9551814738	0.1666042545
335	0.9553036784	0.1663194065
336	0.9553036784	0.166121258
337	0.9554564341	0.1658888027
338	0.9556397409	0.1656429618
